course_difficulty,course_type,age_group,past_course_history,weekly_login_frequency,avg_time_per_session_minutes,device_used,course_length_hours,has_certification,completion
medium,reading,26-35,2,0,14.200302856103878,desktop,8,N,Y
easy,video,18-25,7,4,17.55927783889578,mobile,8,Y,Y
medium,video,36-45,1,4,23.631997323130882,mobile,1,N,Y
hard,reading,18-25,1,7,43.629958186201556,desktop,3,N,Y
medium,video,46-60,7,6,29.60248728765588,mobile,3,N,Y
medium,video,46-60,4,2,24.18426972461152,mobile,1,Y,Y
easy,video,18-25,11,6,44.718416947279145,mobile,5,N,Y
easy,combined,36-45,0,3,48.61412559470713,mobile,20,N,Y
easy,video,18-25,6,6,45.06458953089312,mobile,20,N,Y
hard,coding,18-25,9,1,19.76292003317811,mobile,20,Y,Y
easy,video,46-60,20,0,24.057016557676132,mobile,15,Y,Y
easy,video,18-25,13,0,51.76483284377663,mobile,15,Y,Y
easy,coding,18-25,18,7,32.893676304000266,mobile,3,N,N
medium,coding,36-45,7,0,26.788475221247058,mobile,15,Y,N
medium,reading,18-25,9,7,38.62017553597005,desktop,5,N,Y
easy,reading,26-35,8,5,42.08758880829735,desktop,10,N,Y
hard,video,18-25,18,1,23.142605148860827,desktop,30,N,N
medium,video,26-35,20,6,32.63327950343918,mobile,20,N,N
easy,video,36-45,20,1,41.1187208306047,desktop,5,N,Y
medium,combined,36-45,15,1,16.076554248481763,mobile,15,N,Y
easy,video,18-25,10,4,30.148145489113677,desktop,3,Y,Y
medium,reading,18-25,11,2,16.627324163391414,mobile,1,N,Y
easy,video,36-45,20,2,18.197034036878268,desktop,1,N,Y
easy,video,26-35,5,1,23.24279907023635,desktop,5,Y,Y
hard,video,26-35,7,4,35.72543445455364,desktop,15,N,Y
easy,video,18-25,18,0,26.135728456342385,desktop,8,Y,Y
easy,coding,26-35,8,1,22.218982500379127,mobile,1,Y,Y
medium,video,36-45,4,4,30.61865475989951,desktop,40,Y,Y
medium,combined,26-35,11,3,16.236447260802844,desktop,10,Y,Y
hard,reading,60+,6,5,35.14563861400692,mobile,8,N,Y
medium,coding,36-45,18,1,43.57664114349972,desktop,10,N,Y
easy,video,26-35,19,5,29.04955150814386,mobile,10,N,Y
hard,combined,26-35,6,6,27.5682120803975,desktop,10,Y,Y
easy,reading,36-45,11,3,34.48128423858683,mobile,15,Y,N
easy,combined,46-60,20,2,5.658366974021462,mobile,20,N,N
easy,combined,60+,15,4,36.44180947917441,desktop,8,N,Y
easy,coding,46-60,4,4,67.22262964493837,mobile,10,N,Y
hard,reading,36-45,12,0,28.527885346623357,mobile,1,N,N
hard,video,26-35,13,4,28.57049959540403,mobile,20,Y,N
medium,video,26-35,13,1,38.9232840011962,desktop,8,N,Y
easy,video,26-35,0,4,49.74399201837554,mobile,5,N,Y
easy,combined,26-35,6,7,41.69961413320962,mobile,40,N,Y
medium,video,18-25,17,4,4.132717456997394,mobile,10,Y,Y
hard,video,18-25,5,6,36.76078605195296,desktop,3,N,N
easy,video,26-35,6,2,60.8631617429001,mobile,5,N,Y
easy,video,26-35,6,7,37.46929256111358,desktop,8,N,Y
hard,reading,26-35,3,6,16.144777040739005,desktop,40,N,Y
hard,video,18-25,3,7,33.38195549302337,mobile,8,N,Y
medium,combined,36-45,7,5,14.631752983907196,desktop,5,N,N
medium,reading,26-35,18,5,44.79364427122631,desktop,10,Y,Y
easy,coding,46-60,0,4,18.529408943664894,mobile,8,N,N
medium,combined,18-25,5,7,30.890923616304278,mobile,3,N,Y
medium,video,18-25,1,6,19.706639976097826,desktop,20,N,Y
easy,coding,46-60,11,3,23.442623309424107,mobile,1,N,Y
medium,reading,36-45,5,0,47.83380775032594,mobile,20,N,Y
medium,coding,18-25,16,0,31.241485978724366,desktop,20,N,Y
medium,coding,18-25,12,1,23.289570315291357,desktop,3,N,N
hard,video,18-25,16,0,16.257264349359325,desktop,15,N,N
medium,video,18-25,13,1,7.539582163206763,desktop,20,Y,Y
easy,reading,46-60,9,0,14.98463239772776,desktop,15,N,N
medium,reading,18-25,18,7,31.343510897332536,mobile,10,Y,Y
hard,reading,46-60,10,0,41.762805224671965,mobile,1,N,N
hard,combined,18-25,19,5,23.27578209093359,mobile,3,N,Y
medium,combined,18-25,20,2,48.84652320862817,desktop,15,Y,N
medium,video,26-35,12,1,21.389994933261278,desktop,3,N,Y
medium,video,18-25,14,5,27.143859325441447,desktop,5,N,Y
hard,combined,36-45,5,7,17.04507935595298,desktop,10,Y,Y
hard,video,36-45,17,6,41.88914081481427,desktop,5,Y,Y
medium,combined,26-35,14,7,55.170127368534814,mobile,20,Y,Y
medium,video,18-25,18,4,8.858196468765627,mobile,20,N,N
medium,video,36-45,5,5,25.846055176383622,desktop,20,N,Y
hard,video,36-45,16,1,45.17735816460042,desktop,1,Y,N
hard,video,18-25,9,6,12.636653742892783,mobile,8,N,Y
easy,reading,18-25,3,5,36.80020688365303,mobile,20,N,N
hard,combined,26-35,3,2,44.65766640249085,desktop,8,N,Y
hard,video,36-45,11,2,30.938745772282047,mobile,15,N,N
medium,video,18-25,6,4,36.60315685128159,mobile,10,N,Y
medium,coding,18-25,2,0,51.13082863353129,mobile,8,N,N
easy,video,36-45,8,6,53.38111864921376,mobile,5,Y,Y
medium,coding,26-35,13,2,29.256393443586205,mobile,15,Y,N
medium,reading,18-25,6,0,23.6114658084092,desktop,3,N,Y
easy,combined,36-45,20,2,18.960238667115643,desktop,20,N,Y
easy,video,26-35,16,6,41.72356980514455,mobile,10,N,Y
easy,video,26-35,10,2,13.538693306508382,desktop,3,N,Y
easy,video,18-25,19,4,26.969111544105573,mobile,15,Y,Y
hard,reading,18-25,9,6,31.232277251453592,mobile,8,N,N
easy,combined,26-35,2,0,23.963969847374948,mobile,5,Y,N
hard,coding,36-45,0,6,33.35784318022949,desktop,30,N,Y
medium,video,36-45,19,2,60.7741598195131,desktop,15,N,Y
hard,reading,18-25,20,5,28.54081691584149,mobile,10,Y,Y
medium,coding,18-25,15,1,24.775132470871323,mobile,20,N,N
easy,coding,46-60,2,1,42.18398189258223,desktop,10,Y,N
medium,video,18-25,6,6,32.87500372974626,desktop,8,Y,Y
easy,video,18-25,0,6,47.27202925453652,mobile,5,Y,Y
medium,video,36-45,1,7,31.97625143783662,mobile,5,N,Y
medium,video,18-25,5,5,27.018921504347603,mobile,8,N,N
easy,combined,26-35,12,3,8.595301342865337,mobile,10,N,Y
easy,video,36-45,1,1,10.563183674259118,mobile,15,Y,N
medium,coding,26-35,20,2,7.971615714874769,mobile,8,N,N
hard,reading,36-45,9,5,34.552069995410875,mobile,10,Y,Y
easy,coding,18-25,5,2,13.653006241590486,mobile,20,Y,N
hard,combined,18-25,10,3,45.0669283910326,mobile,40,N,Y
easy,video,18-25,16,1,30.362958778271445,mobile,8,Y,N
medium,combined,60+,6,3,27.069756970779974,desktop,30,N,N
medium,reading,26-35,0,1,19.873739097547944,desktop,20,N,N
medium,reading,26-35,1,0,37.46710497924248,mobile,3,N,Y
medium,reading,18-25,17,1,20.34602616549106,mobile,8,Y,Y
easy,combined,26-35,2,4,18.175463951161433,desktop,5,Y,Y
easy,coding,36-45,13,2,44.26019904726418,mobile,15,Y,Y
medium,video,26-35,8,0,34.25545392930027,mobile,10,N,Y
hard,coding,46-60,16,4,27.180846861020733,desktop,10,Y,Y
hard,reading,18-25,1,1,37.6971958168046,mobile,20,N,Y
easy,video,36-45,18,0,30.107182477328383,desktop,8,N,Y
easy,reading,36-45,14,1,34.596157805420205,mobile,8,N,Y
medium,video,46-60,9,3,20.19782517149454,mobile,20,N,Y
medium,coding,26-35,4,7,54.84478330692747,desktop,40,N,Y
medium,video,26-35,20,1,23.044560387885298,mobile,20,Y,N
hard,coding,26-35,6,2,48.67219592339973,desktop,5,N,N
medium,combined,18-25,10,1,27.733573808346282,desktop,3,N,Y
medium,video,36-45,8,2,39.68516538785955,mobile,5,Y,N
medium,video,36-45,4,5,38.81068198831363,mobile,8,N,Y
medium,reading,18-25,8,2,43.762221061800545,mobile,5,N,N
medium,coding,18-25,3,5,19.91251551403026,mobile,30,N,N
hard,coding,18-25,0,7,42.907624815346345,desktop,15,N,Y
medium,video,18-25,6,7,52.157278210937285,mobile,8,N,Y
hard,video,18-25,2,4,26.895684249097716,mobile,5,Y,Y
easy,video,46-60,8,5,30.416472805705467,mobile,8,N,Y
medium,combined,18-25,18,7,23.71864029023815,desktop,10,N,Y
medium,video,26-35,3,6,25.8427649737788,mobile,15,Y,Y
easy,coding,36-45,0,2,50.53707358718988,desktop,3,N,Y
easy,video,18-25,2,1,17.949185686437552,mobile,20,N,N
easy,coding,36-45,10,0,18.694574137790738,desktop,3,N,Y
medium,coding,36-45,5,7,49.33081123697252,mobile,5,Y,Y
medium,video,26-35,10,4,37.49458111066035,desktop,40,N,N
hard,reading,46-60,0,2,55.44444298851029,mobile,5,N,Y
hard,combined,26-35,6,2,24.59473634608976,desktop,3,Y,Y
medium,reading,26-35,8,2,31.515373646850833,mobile,15,N,Y
medium,video,36-45,9,6,22.07187667473835,desktop,8,N,N
easy,combined,18-25,11,4,31.71961402377235,mobile,3,N,Y
medium,video,18-25,16,7,8.710839632588353,mobile,1,N,Y
easy,combined,36-45,9,2,38.2194546798601,desktop,3,N,Y
medium,video,26-35,17,3,33.88168900190806,desktop,10,N,N
medium,video,26-35,11,0,29.309344050408974,desktop,5,N,N
medium,video,18-25,5,7,25.315628104804023,mobile,20,Y,Y
easy,coding,36-45,4,4,19.262952151582805,desktop,20,N,N
hard,combined,26-35,6,4,38.73255494439313,desktop,3,N,Y
easy,video,18-25,12,3,15.946920171559121,mobile,8,N,Y
easy,coding,26-35,5,2,36.142750944590915,desktop,3,Y,Y
hard,coding,18-25,19,7,54.89341673771349,desktop,5,Y,Y
hard,coding,36-45,10,3,47.82625786373158,mobile,5,N,N
hard,video,36-45,18,5,11.938464687952163,desktop,20,N,Y
easy,video,18-25,14,0,23.559143275880366,desktop,8,Y,Y
easy,combined,26-35,7,2,35.05740888666405,mobile,10,N,Y
medium,reading,46-60,4,6,29.1566169358278,mobile,15,N,N
hard,video,26-35,15,0,13.207131380610946,mobile,20,N,N
easy,video,26-35,6,0,34.62379141768189,mobile,8,N,N
easy,reading,46-60,5,6,29.87979725860441,mobile,5,Y,Y
easy,coding,18-25,19,2,52.97190490324538,desktop,40,N,Y
medium,coding,18-25,10,2,26.96125556859064,mobile,8,Y,Y
medium,coding,36-45,1,4,44.016040623919096,desktop,15,N,Y
easy,reading,26-35,10,1,14.794939162440294,desktop,15,N,N
medium,combined,26-35,9,0,17.6638884252419,mobile,10,N,N
easy,video,26-35,18,0,38.659943517713884,desktop,5,N,N
medium,coding,36-45,14,0,43.004769367288496,mobile,3,Y,Y
easy,video,26-35,4,1,18.511287287107294,desktop,10,N,Y
hard,video,26-35,3,5,30.288928877806942,desktop,10,N,N
easy,combined,18-25,12,2,13.421049917651064,desktop,20,N,N
medium,coding,26-35,0,0,27.825362084334248,mobile,15,N,Y
hard,coding,18-25,6,0,40.04307342748951,desktop,30,N,N
medium,combined,46-60,2,3,24.780498010366262,desktop,40,N,N
hard,coding,60+,0,6,27.011583528674365,desktop,15,N,N
medium,video,26-35,19,2,16.44245522044738,mobile,3,N,Y
easy,video,26-35,1,0,22.21969903650089,mobile,8,N,Y
easy,reading,46-60,0,1,51.09733099457206,mobile,15,N,Y
easy,combined,46-60,19,3,30.875098700605594,desktop,10,N,Y
hard,coding,26-35,3,1,17.972306800192822,desktop,5,N,N
easy,coding,36-45,17,7,26.2227366009841,mobile,10,Y,Y
medium,reading,26-35,0,6,10.830868546001255,desktop,8,N,Y
medium,video,26-35,3,2,17.83008369431745,desktop,8,N,N
easy,combined,18-25,2,7,46.32407686855744,desktop,20,N,Y
easy,video,18-25,14,2,28.290210907360738,mobile,8,N,N
medium,reading,60+,13,1,52.68876211321447,desktop,10,N,Y
hard,video,26-35,9,7,28.855825938047328,desktop,10,N,Y
hard,video,46-60,5,7,29.56825564570205,desktop,10,N,Y
easy,reading,18-25,1,2,37.69072990250548,mobile,5,N,Y
medium,video,18-25,11,4,2.0,mobile,10,Y,Y
hard,combined,18-25,4,1,32.459271883842895,mobile,8,N,N
hard,coding,36-45,12,5,29.41216214326858,mobile,15,Y,N
medium,coding,46-60,14,5,47.83246672218177,desktop,3,N,Y
easy,video,36-45,17,5,41.57615272996341,desktop,40,N,Y
medium,coding,26-35,10,4,16.39569977343839,mobile,20,N,Y
hard,combined,46-60,0,5,44.90566342353097,desktop,8,N,Y
medium,video,46-60,5,4,26.852225693028057,desktop,8,Y,Y
easy,video,26-35,17,6,19.146561284447458,desktop,8,N,Y
hard,video,18-25,11,1,32.36523901045443,mobile,15,N,N
hard,video,18-25,13,3,27.56676773203418,mobile,15,Y,Y
hard,combined,18-25,9,3,48.46158376834229,desktop,15,Y,Y
hard,video,46-60,3,4,34.08746434189452,desktop,20,N,N
easy,video,18-25,18,1,32.46790705063207,mobile,10,N,N
hard,video,36-45,16,2,40.80776499426528,mobile,15,N,Y
medium,coding,26-35,20,7,43.11445941711254,desktop,8,N,Y
medium,video,18-25,17,0,39.40326113156759,desktop,15,N,Y
medium,combined,18-25,6,5,47.033561673779445,mobile,10,N,Y
easy,video,26-35,5,5,37.30418895496546,desktop,20,N,N
hard,reading,26-35,5,3,32.011817576720425,mobile,1,N,N
easy,video,18-25,19,0,44.870064745056354,mobile,5,N,Y
easy,video,36-45,11,0,28.909246319014336,mobile,5,N,N
easy,combined,36-45,9,2,30.39895819613594,mobile,30,N,Y
medium,combined,26-35,20,0,50.658923007562976,desktop,10,N,Y
medium,video,18-25,12,0,49.46308953546277,mobile,8,N,Y
medium,coding,26-35,19,1,29.901890316920127,desktop,8,N,Y
easy,reading,18-25,20,1,24.5573810723326,mobile,10,Y,Y
easy,combined,36-45,1,6,47.55808200250198,desktop,20,N,Y
easy,combined,18-25,7,5,39.605020294982566,mobile,30,N,Y
easy,coding,18-25,15,0,33.786975050368355,mobile,20,N,Y
easy,video,36-45,17,5,26.137527477720667,mobile,20,N,Y
hard,reading,26-35,3,1,33.98035894457513,mobile,5,Y,Y
medium,combined,46-60,6,3,29.739498481347567,mobile,5,N,Y
hard,video,26-35,11,0,22.02794184512405,mobile,10,Y,N
easy,reading,46-60,16,0,31.548507943046822,desktop,15,N,Y
easy,video,26-35,2,1,33.18508854767529,mobile,5,N,Y
medium,reading,36-45,12,3,25.495259196957228,desktop,15,N,Y
hard,combined,26-35,6,3,40.845908263314215,desktop,5,Y,Y
hard,video,18-25,4,2,45.46598870773187,desktop,5,N,Y
medium,video,36-45,10,4,41.638772323864956,desktop,8,N,Y
medium,combined,18-25,8,5,26.685019377432063,mobile,20,Y,N
easy,reading,26-35,13,5,39.069858050260464,mobile,15,N,Y
hard,combined,18-25,6,4,30.935536769520482,mobile,10,Y,N
easy,reading,18-25,17,4,15.171048257208579,mobile,20,Y,Y
medium,reading,36-45,1,3,38.072752541972946,mobile,20,N,N
medium,video,18-25,18,1,31.753579691483377,desktop,8,Y,Y
easy,video,18-25,0,3,61.12257602483169,mobile,20,N,Y
easy,video,26-35,15,0,47.487250359342724,desktop,5,N,Y
easy,reading,36-45,7,7,38.53380188321429,desktop,10,N,Y
easy,reading,26-35,8,2,32.990046015458155,mobile,3,N,Y
hard,video,18-25,0,6,31.964667060696218,mobile,8,Y,Y
medium,video,36-45,14,7,17.95572715640271,mobile,10,N,Y
medium,video,36-45,3,3,9.13215327360107,mobile,3,Y,Y
medium,video,18-25,13,6,19.529290691021217,desktop,10,Y,N
medium,coding,36-45,15,3,29.427395781954836,desktop,15,N,Y
medium,reading,36-45,17,1,4.7335286614921905,mobile,15,Y,Y
easy,video,26-35,14,0,23.46813849272701,mobile,3,Y,N
medium,combined,26-35,6,1,27.02864360250689,desktop,3,N,N
easy,combined,26-35,15,7,27.414881358174505,desktop,8,N,Y
easy,video,26-35,17,3,22.059316821742264,mobile,20,N,Y
medium,video,26-35,6,2,25.901834227423194,mobile,20,N,Y
medium,video,26-35,2,3,50.686725937486344,mobile,8,N,Y
easy,video,36-45,18,2,37.94574337788724,desktop,15,N,N
hard,video,18-25,3,6,23.276390677222203,desktop,10,Y,N
medium,reading,18-25,12,7,29.17982653965644,mobile,40,Y,N
hard,video,36-45,4,0,29.660239972172796,mobile,3,Y,N
easy,video,18-25,2,5,20.784534795118187,desktop,10,N,N
medium,reading,26-35,16,2,20.770437387073745,mobile,10,N,Y
easy,coding,36-45,3,0,42.126288243920555,mobile,8,N,Y
medium,video,26-35,14,7,24.96258746979821,mobile,1,N,Y
easy,reading,18-25,14,0,16.86364335562954,desktop,3,N,Y
easy,video,26-35,1,1,29.482315871166687,mobile,10,N,Y
easy,video,18-25,3,0,31.416117037549483,mobile,15,N,Y
hard,video,26-35,16,3,6.3275493096739766,mobile,15,N,N
hard,video,26-35,10,4,29.511043706193682,mobile,5,N,Y
medium,coding,18-25,2,2,40.415759212179125,mobile,20,Y,N
easy,coding,18-25,20,0,35.414752626262,mobile,8,Y,Y
hard,video,18-25,5,0,56.75754138233965,desktop,30,N,Y
easy,video,26-35,0,7,45.01331378774615,mobile,3,N,Y
easy,video,46-60,19,6,47.38720829701025,mobile,20,N,Y
hard,coding,26-35,0,7,63.60103123097192,mobile,30,N,N
easy,video,18-25,11,4,39.09787514129518,desktop,20,N,N
medium,video,18-25,20,4,31.95684249519241,desktop,20,N,Y
medium,combined,18-25,12,6,41.68488352117598,mobile,8,N,Y
easy,combined,26-35,12,4,23.289162799260076,mobile,15,N,N
medium,video,26-35,8,3,31.292235833939632,mobile,10,N,Y
medium,coding,26-35,2,2,22.227268283060237,desktop,8,N,N
medium,reading,26-35,12,3,34.77581469075458,mobile,40,N,Y
easy,reading,26-35,18,0,22.17709094376216,desktop,5,Y,Y
hard,coding,26-35,1,1,21.75685800165939,desktop,8,Y,N
easy,coding,26-35,18,5,34.96167951726605,desktop,30,N,Y
medium,combined,26-35,8,6,28.347462710633195,desktop,5,N,Y
medium,coding,36-45,11,0,6.869746371399035,mobile,5,N,N
easy,video,18-25,3,0,12.533316944254924,desktop,8,N,Y
medium,reading,36-45,13,0,16.23280210246244,desktop,20,Y,Y
medium,video,60+,3,6,19.404337126632306,mobile,20,N,N
medium,combined,36-45,5,2,34.97307995374366,desktop,3,Y,N
hard,video,18-25,15,2,32.627266164859634,desktop,15,Y,Y
hard,video,26-35,1,0,42.78335246039039,desktop,10,N,N
medium,coding,26-35,9,7,39.03362187530125,mobile,15,N,Y
easy,video,18-25,12,3,42.8628354741919,mobile,15,Y,N
medium,coding,26-35,2,6,37.30075429750948,mobile,30,N,N
easy,video,26-35,6,5,32.516151709097876,desktop,8,N,Y
easy,video,26-35,7,1,43.19222090745187,desktop,5,Y,Y
medium,video,46-60,13,6,41.03295350088119,desktop,10,N,Y
hard,coding,18-25,20,4,34.5131444106479,desktop,8,N,N
easy,reading,18-25,17,4,45.25286245032171,mobile,10,N,Y
medium,reading,46-60,3,1,2.0,desktop,3,N,Y
medium,reading,26-35,0,6,26.514441910314602,desktop,3,Y,Y
medium,coding,18-25,1,7,26.330514412179227,desktop,30,Y,Y
medium,combined,18-25,12,3,43.832194529778846,desktop,3,N,Y
medium,video,18-25,3,0,48.85673996340923,desktop,10,N,N
hard,coding,18-25,4,6,12.59784755747685,mobile,20,N,N
medium,reading,18-25,17,7,46.93400608979131,mobile,1,N,Y
medium,video,36-45,18,4,15.942657767684773,desktop,5,N,N
easy,video,36-45,17,4,16.305417053270126,desktop,8,N,Y
easy,reading,26-35,5,1,27.188571572071623,mobile,10,N,N
medium,video,26-35,13,0,26.181522334408985,desktop,8,N,Y
hard,reading,46-60,12,7,11.298992643397483,mobile,15,N,Y
hard,video,18-25,3,3,37.798535681910806,mobile,5,N,N
medium,video,26-35,11,2,38.15282909671922,mobile,1,N,Y
hard,combined,36-45,11,5,42.648499153964046,mobile,1,N,Y
easy,coding,18-25,8,0,24.798536042665617,mobile,8,Y,N
medium,combined,46-60,15,0,29.525007420330617,mobile,8,N,N
hard,combined,18-25,14,1,29.634874021168287,mobile,30,N,Y
medium,reading,18-25,11,3,50.25594529762157,mobile,1,N,Y
medium,reading,18-25,15,2,2.0,desktop,10,N,N
easy,combined,26-35,16,1,18.51666781213076,mobile,10,N,N
medium,combined,18-25,11,2,30.066490113501573,mobile,15,N,N
easy,video,26-35,5,2,16.973157181013963,mobile,15,Y,Y
hard,coding,36-45,15,4,26.900155712746592,desktop,1,Y,Y
medium,coding,18-25,15,4,28.48709356356109,desktop,15,N,Y
easy,video,36-45,20,7,22.107766694490373,desktop,8,N,Y
easy,video,18-25,3,6,30.77362711323207,mobile,20,N,Y
medium,video,18-25,8,2,37.537791333093764,desktop,5,Y,Y
medium,coding,36-45,19,7,27.164802659627977,desktop,15,N,Y
medium,video,36-45,10,4,24.56166319237517,mobile,15,N,Y
easy,video,26-35,19,1,28.010821000153534,mobile,15,N,Y
medium,combined,18-25,0,2,29.910763840252926,desktop,5,N,N
hard,video,60+,0,5,9.116165215986939,mobile,15,N,Y
medium,coding,36-45,16,6,35.538647015535346,desktop,15,Y,Y
easy,video,18-25,7,2,24.587985246638468,mobile,10,N,Y
easy,coding,26-35,10,1,45.138420897732615,desktop,8,N,Y
easy,video,26-35,8,1,37.092641707709696,desktop,5,Y,Y
medium,coding,26-35,8,0,44.04079685063586,mobile,5,N,N
medium,reading,36-45,19,5,17.8679544754211,desktop,20,N,Y
easy,reading,46-60,1,4,25.54336030575088,mobile,8,N,Y
medium,reading,18-25,16,3,15.09049815051109,desktop,15,Y,N
hard,video,26-35,18,5,21.537705492848087,desktop,15,N,N
easy,video,26-35,13,6,45.0252650941031,mobile,15,Y,Y
medium,reading,46-60,8,6,47.84988693506995,mobile,15,Y,Y
easy,reading,26-35,3,1,16.22240046234648,desktop,15,N,Y
medium,video,18-25,14,4,24.500667980192596,desktop,10,N,Y
easy,reading,18-25,9,7,29.085651935712608,mobile,5,N,Y
hard,coding,26-35,3,6,37.02726770171738,mobile,20,Y,Y
medium,video,18-25,7,2,8.882276837562088,desktop,30,N,Y
medium,reading,26-35,20,3,10.76399902165874,desktop,10,Y,Y
hard,coding,36-45,5,7,35.87551372646883,desktop,30,Y,N
hard,reading,18-25,3,0,6.611537172984907,desktop,40,N,N
hard,video,46-60,14,4,24.638431126333558,mobile,10,N,Y
hard,video,18-25,4,0,31.94510170270609,mobile,15,N,Y
medium,coding,26-35,19,7,34.9879916391974,desktop,15,N,Y
hard,reading,36-45,18,0,28.299382853474015,desktop,5,N,N
medium,combined,36-45,20,0,25.61091937142963,desktop,1,N,Y
hard,combined,18-25,19,2,40.13485031659775,desktop,10,N,N
medium,coding,18-25,5,1,33.42247111638909,desktop,20,N,Y
easy,video,36-45,4,3,22.23580053658248,desktop,8,Y,Y
easy,video,18-25,7,2,30.45267476018686,mobile,20,N,Y
hard,coding,18-25,9,2,34.59802827187431,mobile,15,N,Y
medium,video,18-25,18,4,50.618846897416574,mobile,15,Y,Y
hard,reading,26-35,15,4,39.43588401949895,mobile,5,N,N
easy,video,26-35,13,7,44.57468227144732,mobile,10,N,N
easy,video,18-25,18,3,22.67271124440444,desktop,5,N,Y
easy,coding,36-45,13,4,23.70980512493997,mobile,5,N,Y
medium,coding,26-35,7,5,27.17544008624412,desktop,3,N,N
easy,reading,36-45,8,1,28.277128240342034,mobile,3,N,Y
medium,video,18-25,10,5,17.903700506365315,desktop,5,N,Y
easy,video,46-60,1,6,45.19120351868182,mobile,10,N,N
medium,video,26-35,15,2,40.600219653105505,mobile,8,N,Y
medium,coding,18-25,13,1,26.331865664381915,mobile,5,Y,N
easy,reading,18-25,15,2,37.70052778816624,mobile,20,N,Y
easy,combined,18-25,11,2,32.674789956046055,desktop,10,N,Y
medium,combined,46-60,16,4,38.637935771176494,desktop,30,N,Y
easy,video,18-25,19,6,13.86831451769244,desktop,15,Y,Y
easy,coding,26-35,11,4,28.25206712163078,mobile,1,N,Y
easy,combined,26-35,9,1,29.303537665130456,desktop,30,Y,Y
easy,reading,26-35,2,2,37.483705195339816,desktop,20,N,N
easy,video,18-25,16,5,22.4587487858144,mobile,15,N,Y
medium,reading,26-35,18,2,2.0,desktop,10,N,Y
medium,video,36-45,14,4,17.019603387804953,mobile,10,N,Y
medium,combined,26-35,18,5,29.267424171469113,mobile,10,N,Y
easy,video,60+,18,2,30.76661070603998,mobile,20,N,Y
easy,reading,18-25,16,5,50.20497747149982,desktop,10,N,Y
hard,coding,46-60,10,3,36.992957287897184,desktop,5,N,Y
hard,video,26-35,2,1,30.978363350777872,desktop,3,N,Y
medium,video,18-25,0,2,29.611304678622748,desktop,3,N,Y
hard,video,18-25,4,3,43.250200586036314,desktop,5,N,Y
